"trial","gen","n","gbar","zbar","wbar","pfem","p.fix.pos","p.fix.neg","v","n.pop0","alpha","low.var","ext.gen","extinct"
627,15,52,1.75384615384615,1.81076104112275,1.62494047417558,0.5,0.4,0.16,0.131523668639053,20,0.0035,FALSE,16,FALSE
627,16,75,1.73333333333333,1.65295379504483,1.59414174866751,0.36,0.4,0.16,0.133564444444444,20,0.0035,FALSE,16,FALSE
628,1,20,-0.36,-0.448350590980636,0.536872759644934,0.55,0,0,0.4826,20,0.0035,FALSE,3,TRUE
628,2,9,-0.333333333333333,-0.468713000690692,0.490809708743173,0.555555555555556,0,0,0.458765432098765,20,0.0035,FALSE,3,TRUE
628,3,2,-0.1,-0.714842598446078,0.344689166311024,1,0,0.08,0.385,20,0.0035,FALSE,3,TRUE
629,1,20,0.21,0.109741377896109,0.79399027611527,0.65,0,0,0.48825,20,0.0035,FALSE,16,FALSE
629,2,21,0.476190476190476,0.490951683552542,0.96236212011914,0.428571428571429,0,0,0.473877551020408,20,0.0035,FALSE,16,FALSE
629,3,8,0.45,0.933155049328167,1.23571654369944,0.375,0,0,0.435,20,0.0035,FALSE,16,FALSE
629,4,6,0.8,0.724515268375959,1.10882449122569,0.833333333333333,0.08,0.04,0.317777777777778,20,0.0035,FALSE,16,FALSE
629,5,8,0.85,0.736046770895111,1.07616856393849,0.375,0.08,0.04,0.34375,20,0.0035,FALSE,16,FALSE
629,6,6,1.03333333333333,1.21226356573298,1.3449559947084,0.666666666666667,0.2,0.08,0.270555555555556,20,0.0035,FALSE,16,FALSE
629,7,10,0.9,0.752682966190197,1.1256066897233,0.4,0.24,0.08,0.2446,20,0.0035,FALSE,16,FALSE
629,8,5,0.64,0.407761938889428,0.918942491548089,0.8,0.28,0.16,0.2376,20,0.0035,FALSE,16,FALSE
629,9,5,0.72,0.622279194665095,1.03341628658066,0.8,0.28,0.2,0.172,20,0.0035,FALSE,16,FALSE
629,10,5,0.68,1.15685016256876,1.35445864121848,0.6,0.32,0.28,0.1056,20,0.0035,FALSE,16,FALSE
629,11,5,0.68,1.05296958779787,1.29766931592138,0.6,0.36,0.36,0.0656,20,0.0035,FALSE,16,FALSE
629,12,8,0.65,0.974707392817242,1.24450742460815,0.5,0.36,0.36,0.071875,20,0.0035,FALSE,16,FALSE
629,13,13,0.646153846153846,0.581722740465455,1.01462562457531,0.384615384615385,0.4,0.36,0.0675739644970414,20,0.0035,FALSE,16,FALSE
629,14,8,0.725,0.501451026720076,0.983692975275439,0.5,0.48,0.4,0.0290625,20,0.0035,FALSE,16,FALSE
629,15,8,0.65,1.18832861772558,1.36650531947007,0.5,0.52,0.4,0.036875,20,0.0035,FALSE,16,FALSE
629,16,16,0.75,0.771151806994166,1.12174686597181,0.5625,0.52,0.4,0.03046875,20,0.0035,FALSE,16,FALSE
630,1,20,-0.08,-0.242379099058615,0.688147906523217,0.6,0,0,0.4907,20,0.0035,FALSE,16,FALSE
630,2,17,-0.282352941176471,-0.300084753007523,0.576135461119824,0.764705882352941,0,0,0.475501730103806,20,0.0035,FALSE,16,FALSE
630,3,13,-0.307692307692308,-0.679695503576039,0.440088931467649,0.538461538461538,0,0,0.428284023668639,20,0.0035,FALSE,16,FALSE
630,4,10,-0.16,-0.484916359448825,0.531458958025309,0.5,0,0,0.428,20,0.0035,FALSE,16,FALSE
630,5,4,0.4,0.289526192393037,0.919680903677743,0.5,0,0,0.41,20,0.0035,FALSE,16,FALSE
630,6,7,0.628571428571429,0.462973115347843,0.939999650317229,0.714285714285714,0,0.04,0.383265306122449,20,0.0035,FALSE,16,FALSE
630,7,13,0.984615384615385,1.1130392920937,1.3138802665927,0.769230769230769,0.12,0.04,0.330295857988166,20,0.0035,FALSE,16,FALSE
630,8,26,0.846153846153846,0.586714940525874,1.01674287160103,0.538461538461538,0.12,0.04,0.336627218934911,20,0.0035,FALSE,16,FALSE
630,9,27,0.977777777777778,0.910441996304331,1.20258795277202,0.37037037037037,0.16,0.04,0.327873799725652,20,0.0035,FALSE,16,FALSE
630,10,26,1.12307692307692,0.77084197121144,1.12725613928667,0.653846153846154,0.16,0.04,0.312544378698225,20,0.0035,FALSE,16,FALSE
630,11,45,1.32,1.33325082696412,1.40442185901555,0.4,0.16,0.04,0.309451851851852,20,0.0035,FALSE,16,FALSE
630,12,43,1.4,1.44835531033794,1.474105534711,0.465116279069767,0.16,0.04,0.306846944294213,20,0.0035,FALSE,16,FALSE
630,13,57,1.32982456140351,1.19349829332635,1.3573324571956,0.421052631578947,0.16,0.04,0.306432748538012,20,0.0035,FALSE,16,FALSE
630,14,38,1.28421052631579,1.44965959112669,1.47132692546153,0.368421052631579,0.16,0.04,0.284681440443213,20,0.0035,FALSE,16,FALSE
630,15,40,1.355,1.33757260861317,1.40144940541826,0.525,0.16,0.04,0.2841875,20,0.0035,FALSE,16,FALSE
630,16,51,1.47843137254902,1.33284569960306,1.40265177139843,0.509803921568627,0.16,0.04,0.276555171088043,20,0.0035,FALSE,16,FALSE
631,1,20,0.12,0.152499213079697,0.788962495179006,0.6,0,0,0.487,20,0.0035,FALSE,9,TRUE
631,2,24,0.133333333333333,0.211387946293929,0.823756313930896,0.458333333333333,0,0,0.465347222222222,20,0.0035,FALSE,9,TRUE
631,3,13,0.230769230769231,0.0398055567672465,0.727313710483031,0.461538461538462,0,0,0.42792899408284,20,0.0035,FALSE,9,TRUE
631,4,9,0.288888888888889,0.139233954812223,0.82776550932315,0.222222222222222,0.04,0,0.4,20,0.0035,FALSE,9,TRUE
631,5,6,0.366666666666667,0.535375769121213,0.969681187541966,0.5,0.04,0,0.378333333333333,20,0.0035,FALSE,9,TRUE
631,6,5,0.6,0.65856555130289,1.05207365099354,0.2,0.08,0,0.3536,20,0.0035,FALSE,9,TRUE
631,7,4,0.35,0.298942613506381,0.867652841294937,0.75,0.12,0.08,0.35375,20,0.0035,FALSE,9,TRUE
631,8,4,0.3,0.326350139553027,0.879864446232928,0.5,0.16,0.08,0.29,20,0.0035,FALSE,9,TRUE
631,9,1,0.4,0.32335186791229,0.832678256575081,1,0.4,0.32,0.14,20,0.0035,FALSE,9,TRUE
632,1,20,0.06,0.0899107525994817,0.81713724477313,0.55,0,0,0.487,20,0.0035,FALSE,10,TRUE
632,2,18,0.0888888888888889,0.390010967136889,0.907186310672575,0.666666666666667,0,0,0.480987654320988,20,0.0035,FALSE,10,TRUE
632,3,12,0.0833333333333333,0.225505413536727,0.86148019326611,0.75,0,0,0.457083333333333,20,0.0035,FALSE,10,TRUE
632,4,10,-0.14,0.174176759087201,0.774996807777974,0.6,0,0,0.3982,20,0.0035,FALSE,10,TRUE
632,5,14,0.185714285714286,0.219935871766693,0.812126561981352,0.428571428571429,0,0.04,0.378877551020408,20,0.0035,FALSE,10,TRUE
632,6,10,0.48,0.496368381987317,0.979897514640339,0.7,0.08,0.08,0.3296,20,0.0035,FALSE,10,TRUE
632,7,6,0.266666666666667,0.291843390491764,0.837669323853952,0.666666666666667,0.12,0.08,0.29,20,0.0035,FALSE,10,TRUE
632,8,6,0.0666666666666667,0.244656591396474,0.846005299447242,0.5,0.12,0.08,0.293333333333333,20,0.0035,FALSE,10,TRUE
632,9,6,-0.4,-0.467265565094519,0.472339205204112,0.333333333333333,0.2,0.16,0.237777777777778,20,0.0035,FALSE,10,TRUE
632,10,3,-0.4,-0.892995951323331,0.305397012408953,0,0.28,0.24,0.197777777777778,20,0.0035,FALSE,10,TRUE
633,1,20,-0.17,-0.0764514381011682,0.72135647582621,0.3,0,0,0.48465,20,0.0035,FALSE,4,TRUE
633,2,11,-0.127272727272727,-0.219658437651199,0.669979971758586,0.545454545454545,0,0,0.455537190082645,20,0.0035,FALSE,4,TRUE
633,3,7,0.171428571428571,0.399577410522683,0.917489763254186,0.428571428571429,0,0,0.417551020408163,20,0.0035,FALSE,4,TRUE
633,4,3,0.6,-0.0374430234397665,0.785778362497846,0,0.04,0,0.368888888888889,20,0.0035,FALSE,4,TRUE
634,1,20,-0.2,-0.152849139809461,0.695146217674935,0.4,0,0,0.4894,20,0.0035,FALSE,2,TRUE
634,2,15,0.0666666666666667,-0.116130611076662,0.647020448749361,0.266666666666667,0,0,0.473422222222222,20,0.0035,FALSE,2,TRUE
635,1,20,-0.16,-0.303168656657037,0.661080764101559,0.2,0,0,0.4867,20,0.0035,FALSE,16,FALSE
635,2,10,0.76,0.666224334815764,1.09979399131298,0.4,0,0,0.458,20,0.0035,FALSE,16,FALSE
635,3,14,0.942857142857143,1.11741766703481,1.27908992406842,0.428571428571429,0,0,0.45469387755102,20,0.0035,FALSE,16,FALSE
635,4,20,1.33,1.2825329421011,1.40581942066523,0.5,0,0,0.42035,20,0.0035,FALSE,16,FALSE
635,5,21,1.8,1.74486651846287,1.60378890243441,0.476190476190476,0,0,0.390385487528345,20,0.0035,FALSE,16,FALSE
635,6,33,1.45454545454545,1.69768287770427,1.56910589641172,0.666666666666667,0.04,0,0.401634527089073,20,0.0035,FALSE,16,FALSE
635,7,54,1.58148148148148,1.4772567795415,1.46078278767149,0.518518518518518,0.04,0,0.403024691358025,20,0.0035,FALSE,16,FALSE
