"trial","gen","n","gbar","zbar","wbar","p.fix.pos","p.fix.neg","v","n.pop0","alpha","low.var","ext.gen","extinct"
28,1,20,-0.07,-0.0807773552870844,0.735315394877275,0.24,0.24,0.2517,20,0.0035,TRUE,7,TRUE
28,2,14,-0.0428571428571429,0.279999110415755,0.894984258162524,0.24,0.24,0.237040816326531,20,0.0035,TRUE,7,TRUE
28,3,17,-0.105882352941176,-0.283429573429265,0.608401736723139,0.24,0.24,0.237923875432526,20,0.0035,TRUE,7,TRUE
28,4,14,0.0142857142857143,0.028161194055181,0.748384825037588,0.24,0.24,0.227857142857143,20,0.0035,TRUE,7,TRUE
28,5,8,0.025,-0.0205651698939133,0.784057475344139,0.28,0.24,0.1978125,20,0.0035,TRUE,7,TRUE
28,6,3,0.266666666666667,0.356029447071112,0.958530444266121,0.28,0.28,0.18,20,0.0035,TRUE,7,TRUE
28,7,4,0.3,0.737725968062504,1.13604681857267,0.28,0.28,0.1825,20,0.0035,TRUE,7,TRUE
29,1,20,-0.05,0.0479141949534877,0.791549341602437,0.24,0.24,0.2499,20,0.0035,TRUE,7,TRUE
29,2,17,0.329411764705882,0.262671095312892,0.917219078345099,0.24,0.24,0.240069204152249,20,0.0035,TRUE,7,TRUE
29,3,13,0.353846153846154,0.217841741106486,0.844110167265949,0.24,0.24,0.229585798816568,20,0.0035,TRUE,7,TRUE
29,4,8,0.6,0.124751225336626,0.777389353757636,0.24,0.24,0.209375,20,0.0035,TRUE,7,TRUE
29,5,6,0.866666666666667,0.714818676563217,1.1459181542267,0.32,0.24,0.185555555555556,20,0.0035,TRUE,7,TRUE
29,6,6,0.9,0.877219595166993,1.21712780198808,0.36,0.24,0.163888888888889,20,0.0035,TRUE,7,TRUE
29,7,3,1.33333333333333,0.978081302427345,1.27798038315437,0.48,0.24,0.113333333333333,20,0.0035,TRUE,7,TRUE
30,1,20,-0.21,0.0202408031961955,0.779092881181239,0.24,0.24,0.24955,20,0.0035,TRUE,4,TRUE
30,2,22,-0.172727272727273,-0.16148675612056,0.678067336471119,0.24,0.24,0.249793388429752,20,0.0035,TRUE,4,TRUE
30,3,9,-0.111111111111111,0.114785444602545,0.818167960884101,0.24,0.24,0.242962962962963,20,0.0035,TRUE,4,TRUE
30,4,2,-0.5,0.159096295161403,0.910495574749355,0.28,0.28,0.185,20,0.0035,TRUE,4,TRUE
31,1,20,-0.06,-0.0621289196347809,0.747764793742555,0.24,0.24,0.2504,20,0.0035,TRUE,13,TRUE
31,2,14,0.228571428571429,0.148681686333456,0.828752228937119,0.24,0.24,0.23469387755102,20,0.0035,TRUE,13,TRUE
31,3,16,0.4,0.313108238236097,0.935489656091563,0.24,0.24,0.21609375,20,0.0035,TRUE,13,TRUE
31,4,14,0.585714285714286,0.787545416577017,1.17292492697515,0.24,0.24,0.182959183673469,20,0.0035,TRUE,13,TRUE
31,5,28,0.6,0.590484838680754,1.05295971729217,0.24,0.24,0.170102040816327,20,0.0035,TRUE,13,TRUE
31,6,20,0.69,0.768283721689725,1.15757522858363,0.28,0.24,0.15595,20,0.0035,TRUE,13,TRUE
31,7,20,0.75,0.679919463862466,1.09811471885061,0.28,0.24,0.14175,20,0.0035,TRUE,13,TRUE
31,8,12,0.666666666666667,0.491911691371515,0.947265274853077,0.28,0.24,0.134166666666667,20,0.0035,TRUE,13,TRUE
31,9,11,0.527272727272727,0.679647408573967,1.11555830621516,0.32,0.28,0.147107438016529,20,0.0035,TRUE,13,TRUE
31,10,9,0.533333333333333,0.6264500809109,1.06837012904695,0.32,0.28,0.128641975308642,20,0.0035,TRUE,13,TRUE
