"n.pop0","gen","extinct","gbar","zbar","wbar","n","gvar_win","gvar_amg","gvar_var","zvar_win","zvar_amg","zvar_var","wvar_win","wvar_amg","wvar_var"
60,3,FALSE,0.453325974250713,0.454872876485381,0.989135905257656,921,0.0188284206893139,0.14270794627644,0.000222447242158549,0.0312693892239399,0.151549175395057,0.000795963983765068,0.00749472067772553,0.0377851681431,2.95848774344938e-05
60,3,TRUE,-0.227651614127747,-0.220050682158006,0.652881889903525,1103,0.0201625168563577,0.080768911297856,0.000121047138443248,0.0410122244580387,0.0831668448345395,0.000512041866651069,0.0088070157179555,0.0193377154643327,1.55082125776444e-05
60,4,FALSE,0.505304023390438,0.513709992091461,1.02042372031737,921,0.0372820925750125,0.122256074591587,0.00326564075140453,0.0657616361109716,0.117737334928673,0.00963619572762004,0.0145249136667034,0.0306910525933714,0.000245155794522563
60,4,TRUE,-0.183650830894594,-0.176946096551521,0.67244178708199,1088,0.0403624418358733,0.0744617685444803,0.000681824678781045,0.0866337598233378,0.0724775866904738,0.00266668447945631,0.0192621325713975,0.0169409396134329,8.28159580769774e-05
60,5,FALSE,0.554388057342599,0.559766340237374,1.04396078801517,921,0.0328397164846282,0.0936256271818204,0.000574334200328096,0.079267870122899,0.0993146345340498,0.00952672510979673,0.0216208286134676,0.027593178935118,0.000799277697542256
60,5,TRUE,-0.127568378963574,-0.132473273871796,0.690996567054954,1011,0.0565507883785718,0.06430793159325,0.00114967878681894,0.128883632050776,0.0597237432366196,0.00905716495304553,0.0287223952509882,0.0142239559599926,0.000333924142157917
60,6,FALSE,0.598096211031424,0.596287774341762,1.06301952393052,921,0.0343513759956887,0.0836056307597058,0.000658139909028238,0.0647664614367354,0.0783236972282249,0.00225523707823973,0.0174324839666914,0.0217689918348777,0.000171229300823834
60,6,TRUE,-0.0634785361438392,-0.0781331586463912,0.716060850211475,838,0.0869957756723172,0.057965313194258,0.002617322877578,0.178477024564817,0.0608662671339204,0.00845587091607573,0.0418255643045125,0.0155320021271544,0.000398706224367728
60,7,FALSE,0.644050213949722,0.643562585148849,1.08781116434146,921,0.0410549804302915,0.0751943418860946,0.00149840445952683,0.0814641142539254,0.0704459760031329,0.0109476869466821,0.0223219477015537,0.0199586222744894,0.000788585418705029
60,7,TRUE,0.0123577576925869,0.0180836426198175,0.762806365972229,634,0.0978487832964555,0.0410452272347242,0.00314344010732987,0.209622452064841,0.0392818163852625,0.0100990233458456,0.0496458570489449,0.0104231054631547,0.0005341111229949
60,8,FALSE,0.679331441217674,0.675932239502634,1.10597768015389,921,0.0540687699605309,0.0686651865652269,0.00256686897944691,0.0788781052471388,0.0641855708407659,0.00513501428683585,0.0207600323019009,0.0183511683346024,0.000261156209610902
60,8,TRUE,0.0860815126918109,0.0649009755901405,0.788973370967745,448,0.10398475239014,0.0326234487178256,0.00723846570648065,0.256822133503924,0.0360860670520668,0.0228402324468019,0.0637762505899403,0.00926345626373008,0.00132242422715697
60,9,FALSE,0.710169087180621,0.720875804944256,1.12992196654599,921,0.0608089988717691,0.0657186443770908,0.00279628805586032,0.112143788708795,0.0553269080562162,0.0117285119843154,0.0315354943322483,0.0158476719861338,0.00100563883179945
60,9,TRUE,0.131579443013485,0.118654986250307,0.808851355809324,319,0.0980850554889368,0.0254422382970591,0.00968151745157776,0.221537790143869,0.0304018284687721,0.0212376828341494,0.0555371126658723,0.00866750660962811,0.000858354370072741
