"n.pop0","gen","ext.gen","gbar","gvar","zbar","zvar","wbar","wvar","n","gvar_win","gvar_amg","gvar_var","zvar_win","zvar_amg","zvar_var","wvar_win","wvar_amg","wvar_var"
20,2,7,0.0045363556973912,0.111618136342257,0.00203214072819267,0.132388571282476,0.757288399958402,0.0316522205476126,121,0.0237924692702894,0.147060598752159,0.000262541683502715,0.0457054831979884,0.146433467577735,0.00182022790799895,0.0103750955998724,0.0348354479991367,6.7148665249104e-05
20,2,8,0.0275993095762925,0.0847548359270292,0.0404720512062071,0.124462967836121,0.778850903543102,0.0291347164277052,83,0.0178733141567235,0.103744406776371,0.000390381834293632,0.0553012572638368,0.125156705709855,0.0035969083812255,0.0123980178867736,0.028936936738155,0.00016369157054385
20,2,9,0.0772999274003781,0.0959535174968277,0.0767966283658942,0.123811956512931,0.797250956988218,0.0298860962490285,65,0.022809981353613,0.126321693099742,0.000345242814284452,0.0337904081544083,0.186851609132242,0.000596807428440098,0.00786335339864362,0.0435466187510841,4.1962969970357e-05
20,2,10,0.048903619513767,0.0841889872363933,0.053905624461986,0.150273806283279,0.784004345343434,0.0375170806742355,35,0.0177858954853134,0.112089090176917,0.000356416480655287,0.0501548742809255,0.170720987889251,0.00302639697562082,0.0131280083142748,0.0394611909583069,0.00022439770964113
20,2,11,0.0471683090430241,0.081061442652759,0.102238126704666,0.0968724112386542,0.803854593279585,0.0250588755654873,33,0.00846177849740232,0.0924766386700731,4.00220752903143e-05,0.0444860613927559,0.100751991945112,0.00242122398817276,0.0101453021522053,0.0265991480841798,0.000101064537225821
20,2,12,0.189323345526559,0.0738540692005061,0.230038646103784,0.0893627270319757,0.868769948054025,0.0249638445519085,23,0.00740867134666412,0.105043994437382,4.96799869673142e-05,0.0632237147618965,0.117366232470439,0.00392382943273929,0.0155210603556454,0.0331142149283977,0.000272625829434054
20,2,13,0.0598153257581074,0.0733682832534357,0.0365271614481572,0.11058260555853,0.768202604705019,0.0280372025176232,20,0.0126263950054857,0.0763714425638376,0.000123384659825966,0.0939495849876744,0.0829164728474502,0.0124591905819632,0.0229867455029058,0.0220744585715758,0.000677700668070963
20,2,14,0.147495719111443,0.124624674993853,0.14788139547724,0.152095852508212,0.82530660656847,0.0368287361143771,14,0.0113842299679796,0.143428944478999,0.000205405234087793,0.0211348586344453,0.172832105235065,5.66646444664568e-05,0.00865016981590034,0.0413551183308051,4.52320517768038e-05
20,2,15,0.547108689771231,0.104368989983455,0.549327818900329,0.124238370317188,1.03891776300527,0.0354647825270098,571,0.0265588331546893,0.139407914007411,0.000444208241840991,0.0536404424796936,0.137893385506018,0.00103425485808655,0.0149180790487098,0.0359915574377265,5.52749384159249e-05
20,3,3,-0.309921543681086,0.161277489600092,-0.33506942514786,0.513568963330126,0.613011699502191,0.0993967484465263,262,0.12390974455513,0.120204916299257,0.00249098072838309,0.423728398865505,0.129497060249315,0.0426927715299345,0.0894252523499544,0.02925979788478,0.00183811009388199
20,3,4,-0.266193830117167,0.109693199641261,-0.328826327719079,0.192375767274884,0.603134302856282,0.0384758728334512,305,0.0695096212708759,0.0789675148725994,0.00194820110749973,0.151339984180579,0.0729630710247212,0.00551851058272223,0.0315517443478305,0.0155580190410237,0.000223366521316516
20,3,5,-0.173910137943586,0.114519386196961,-0.140159708060255,0.177207917435458,0.691387130362099,0.0409291173354023,249,0.0526580300029917,0.118199363705436,0.00112935823426916,0.117941984757157,0.151538148228165,0.00300666805427101,0.027250085976553,0.0380595649395787,0.000152078785079921
20,3,6,-0.0754270688855846,0.098455133147171,-0.0587043748383393,0.156993894078857,0.725577015246305,0.0361209309561424,169,0.0560505607258768,0.108904980041874,0.0027458887714877,0.121064795027176,0.125067953575794,0.0117294563786071,0.0275415727786229,0.0308420374203247,0.000677640695064587
