"gen","n","alpha","n.pop0","lowvar","sig.e","trial"
11,13,0.0035,100,FALSE,0.5,9128
12,15,0.0035,100,FALSE,0.5,9128
13,18,0.0035,100,FALSE,0.5,9128
14,12,0.0035,100,FALSE,0.5,9128
15,6,0.0035,100,FALSE,0.5,9128
0,20,0,20,TRUE,1,9129
1,26,0,20,TRUE,1,9129
2,17,0,20,TRUE,1,9129
3,14,0,20,TRUE,1,9129
4,12,0,20,TRUE,1,9129
5,12,0,20,TRUE,1,9129
6,10,0,20,TRUE,1,9129
7,7,0,20,TRUE,1,9129
8,6,0,20,TRUE,1,9129
9,4,0,20,TRUE,1,9129
10,1,0,20,TRUE,1,9129
0,20,0.0035,20,TRUE,1,9130
1,12,0.0035,20,TRUE,1,9130
2,6,0.0035,20,TRUE,1,9130
3,6,0.0035,20,TRUE,1,9130
4,6,0.0035,20,TRUE,1,9130
5,4,0.0035,20,TRUE,1,9130
6,5,0.0035,20,TRUE,1,9130
7,4,0.0035,20,TRUE,1,9130
8,7,0.0035,20,TRUE,1,9130
9,11,0.0035,20,TRUE,1,9130
10,7,0.0035,20,TRUE,1,9130
11,2,0.0035,20,TRUE,1,9130
0,100,0,100,TRUE,1,9131
1,89,0,100,TRUE,1,9131
2,94,0,100,TRUE,1,9131
3,81,0,100,TRUE,1,9131
4,68,0,100,TRUE,1,9131
5,41,0,100,TRUE,1,9131
6,27,0,100,TRUE,1,9131
7,30,0,100,TRUE,1,9131
8,38,0,100,TRUE,1,9131
9,40,0,100,TRUE,1,9131
10,37,0,100,TRUE,1,9131
11,40,0,100,TRUE,1,9131
12,61,0,100,TRUE,1,9131
13,68,0,100,TRUE,1,9131
14,58,0,100,TRUE,1,9131
15,36,0,100,TRUE,1,9131
0,100,0.0035,100,TRUE,1,9132
1,70,0.0035,100,TRUE,1,9132
2,38,0.0035,100,TRUE,1,9132
3,18,0.0035,100,TRUE,1,9132
4,15,0.0035,100,TRUE,1,9132
5,15,0.0035,100,TRUE,1,9132
6,8,0.0035,100,TRUE,1,9132
7,18,0.0035,100,TRUE,1,9132
8,11,0.0035,100,TRUE,1,9132
9,3,0.0035,100,TRUE,1,9132
10,4,0.0035,100,TRUE,1,9132
11,3,0.0035,100,TRUE,1,9132
12,3,0.0035,100,TRUE,1,9132
13,4,0.0035,100,TRUE,1,9132
0,20,0,20,FALSE,1,9133
1,6,0,20,FALSE,1,9133
2,6,0,20,FALSE,1,9133
3,8,0,20,FALSE,1,9133
4,6,0,20,FALSE,1,9133
5,1,0,20,FALSE,1,9133
0,20,0.0035,20,FALSE,1,9134
1,21,0.0035,20,FALSE,1,9134
2,12,0.0035,20,FALSE,1,9134
3,10,0.0035,20,FALSE,1,9134
4,6,0.0035,20,FALSE,1,9134
5,2,0.0035,20,FALSE,1,9134
0,100,0,100,FALSE,1,9135
1,61,0,100,FALSE,1,9135
2,50,0,100,FALSE,1,9135
3,35,0,100,FALSE,1,9135
4,34,0,100,FALSE,1,9135
5,32,0,100,FALSE,1,9135
6,24,0,100,FALSE,1,9135
7,27,0,100,FALSE,1,9135
8,46,0,100,FALSE,1,9135
9,65,0,100,FALSE,1,9135
10,105,0,100,FALSE,1,9135
11,178,0,100,FALSE,1,9135
12,252,0,100,FALSE,1,9135
13,432,0,100,FALSE,1,9135
14,594,0,100,FALSE,1,9135
15,875,0,100,FALSE,1,9135
0,100,0.0035,100,FALSE,1,9136
1,61,0.0035,100,FALSE,1,9136
2,44,0.0035,100,FALSE,1,9136
3,38,0.0035,100,FALSE,1,9136
4,48,0.0035,100,FALSE,1,9136
5,48,0.0035,100,FALSE,1,9136
6,55,0.0035,100,FALSE,1,9136
7,58,0.0035,100,FALSE,1,9136
8,43,0.0035,100,FALSE,1,9136
9,40,0.0035,100,FALSE,1,9136
10,39,0.0035,100,FALSE,1,9136
11,49,0.0035,100,FALSE,1,9136
12,74,0.0035,100,FALSE,1,9136
13,56,0.0035,100,FALSE,1,9136
14,57,0.0035,100,FALSE,1,9136
15,79,0.0035,100,FALSE,1,9136
0,20,0,20,TRUE,1.4142135623731,9137
1,19,0,20,TRUE,1.4142135623731,9137
2,9,0,20,TRUE,1.4142135623731,9137
3,14,0,20,TRUE,1.4142135623731,9137
4,18,0,20,TRUE,1.4142135623731,9137
5,16,0,20,TRUE,1.4142135623731,9137
6,7,0,20,TRUE,1.4142135623731,9137
7,4,0,20,TRUE,1.4142135623731,9137
8,2,0,20,TRUE,1.4142135623731,9137
0,20,0.0035,20,TRUE,1.4142135623731,9138
1,11,0.0035,20,TRUE,1.4142135623731,9138
2,5,0.0035,20,TRUE,1.4142135623731,9138
3,2,0.0035,20,TRUE,1.4142135623731,9138
0,100,0,100,TRUE,1.4142135623731,9139
1,73,0,100,TRUE,1.4142135623731,9139
2,52,0,100,TRUE,1.4142135623731,9139
3,46,0,100,TRUE,1.4142135623731,9139
4,18,0,100,TRUE,1.4142135623731,9139
5,11,0,100,TRUE,1.4142135623731,9139
6,12,0,100,TRUE,1.4142135623731,9139
7,14,0,100,TRUE,1.4142135623731,9139
8,14,0,100,TRUE,1.4142135623731,9139
9,8,0,100,TRUE,1.4142135623731,9139
10,5,0,100,TRUE,1.4142135623731,9139
11,10,0,100,TRUE,1.4142135623731,9139
12,10,0,100,TRUE,1.4142135623731,9139
13,29,0,100,TRUE,1.4142135623731,9139
14,51,0,100,TRUE,1.4142135623731,9139
15,58,0,100,TRUE,1.4142135623731,9139
0,100,0.0035,100,TRUE,1.4142135623731,9140
1,72,0.0035,100,TRUE,1.4142135623731,9140
2,51,0.0035,100,TRUE,1.4142135623731,9140
3,38,0.0035,100,TRUE,1.4142135623731,9140
4,19,0.0035,100,TRUE,1.4142135623731,9140
5,17,0.0035,100,TRUE,1.4142135623731,9140
6,17,0.0035,100,TRUE,1.4142135623731,9140
7,19,0.0035,100,TRUE,1.4142135623731,9140
8,14,0.0035,100,TRUE,1.4142135623731,9140
9,10,0.0035,100,TRUE,1.4142135623731,9140
10,13,0.0035,100,TRUE,1.4142135623731,9140
11,18,0.0035,100,TRUE,1.4142135623731,9140
12,10,0.0035,100,TRUE,1.4142135623731,9140
13,9,0.0035,100,TRUE,1.4142135623731,9140
14,3,0.0035,100,TRUE,1.4142135623731,9140
0,20,0,20,FALSE,1.4142135623731,9141
1,17,0,20,FALSE,1.4142135623731,9141
2,20,0,20,FALSE,1.4142135623731,9141
3,37,0,20,FALSE,1.4142135623731,9141
4,41,0,20,FALSE,1.4142135623731,9141
5,51,0,20,FALSE,1.4142135623731,9141
6,71,0,20,FALSE,1.4142135623731,9141
7,93,0,20,FALSE,1.4142135623731,9141
8,154,0,20,FALSE,1.4142135623731,9141
9,209,0,20,FALSE,1.4142135623731,9141
10,300,0,20,FALSE,1.4142135623731,9141
11,452,0,20,FALSE,1.4142135623731,9141
12,586,0,20,FALSE,1.4142135623731,9141
13,875,0,20,FALSE,1.4142135623731,9141
14,1222,0,20,FALSE,1.4142135623731,9141
15,1706,0,20,FALSE,1.4142135623731,9141
0,20,0.0035,20,FALSE,1.4142135623731,9142
1,20,0.0035,20,FALSE,1.4142135623731,9142
2,19,0.0035,20,FALSE,1.4142135623731,9142
3,12,0.0035,20,FALSE,1.4142135623731,9142
4,6,0.0035,20,FALSE,1.4142135623731,9142
5,7,0.0035,20,FALSE,1.4142135623731,9142
6,7,0.0035,20,FALSE,1.4142135623731,9142
7,7,0.0035,20,FALSE,1.4142135623731,9142
8,9,0.0035,20,FALSE,1.4142135623731,9142
9,9,0.0035,20,FALSE,1.4142135623731,9142
10,10,0.0035,20,FALSE,1.4142135623731,9142
11,10,0.0035,20,FALSE,1.4142135623731,9142
12,7,0.0035,20,FALSE,1.4142135623731,9142
13,9,0.0035,20,FALSE,1.4142135623731,9142
14,9,0.0035,20,FALSE,1.4142135623731,9142
15,15,0.0035,20,FALSE,1.4142135623731,9142
0,100,0,100,FALSE,1.4142135623731,9143
1,51,0,100,FALSE,1.4142135623731,9143
2,24,0,100,FALSE,1.4142135623731,9143
3,16,0,100,FALSE,1.4142135623731,9143
4,12,0,100,FALSE,1.4142135623731,9143
5,14,0,100,FALSE,1.4142135623731,9143
6,19,0,100,FALSE,1.4142135623731,9143
7,7,0,100,FALSE,1.4142135623731,9143
8,10,0,100,FALSE,1.4142135623731,9143
9,11,0,100,FALSE,1.4142135623731,9143
10,13,0,100,FALSE,1.4142135623731,9143
11,7,0,100,FALSE,1.4142135623731,9143
12,10,0,100,FALSE,1.4142135623731,9143
13,14,0,100,FALSE,1.4142135623731,9143
14,12,0,100,FALSE,1.4142135623731,9143
15,19,0,100,FALSE,1.4142135623731,9143
0,100,0.0035,100,FALSE,1.4142135623731,9144
1,44,0.0035,100,FALSE,1.4142135623731,9144
2,16,0.0035,100,FALSE,1.4142135623731,9144
3,19,0.0035,100,FALSE,1.4142135623731,9144
4,13,0.0035,100,FALSE,1.4142135623731,9144
5,27,0.0035,100,FALSE,1.4142135623731,9144
6,21,0.0035,100,FALSE,1.4142135623731,9144
7,15,0.0035,100,FALSE,1.4142135623731,9144
8,21,0.0035,100,FALSE,1.4142135623731,9144
9,35,0.0035,100,FALSE,1.4142135623731,9144
10,50,0.0035,100,FALSE,1.4142135623731,9144
11,50,0.0035,100,FALSE,1.4142135623731,9144
12,46,0.0035,100,FALSE,1.4142135623731,9144
13,67,0.0035,100,FALSE,1.4142135623731,9144
14,79,0.0035,100,FALSE,1.4142135623731,9144
15,112,0.0035,100,FALSE,1.4142135623731,9144
0,20,0,20,TRUE,0.5,9145
1,15,0,20,TRUE,0.5,9145
2,6,0,20,TRUE,0.5,9145
3,4,0,20,TRUE,0.5,9145
0,20,0.0035,20,TRUE,0.5,9146
1,14,0.0035,20,TRUE,0.5,9146
2,4,0.0035,20,TRUE,0.5,9146
3,2,0.0035,20,TRUE,0.5,9146
4,2,0.0035,20,TRUE,0.5,9146
0,100,0,100,TRUE,0.5,9147
1,78,0,100,TRUE,0.5,9147
2,76,0,100,TRUE,0.5,9147
3,56,0,100,TRUE,0.5,9147
4,62,0,100,TRUE,0.5,9147
5,52,0,100,TRUE,0.5,9147
6,67,0,100,TRUE,0.5,9147
7,84,0,100,TRUE,0.5,9147
8,95,0,100,TRUE,0.5,9147
9,119,0,100,TRUE,0.5,9147
10,127,0,100,TRUE,0.5,9147
11,167,0,100,TRUE,0.5,9147
12,188,0,100,TRUE,0.5,9147
13,252,0,100,TRUE,0.5,9147
14,276,0,100,TRUE,0.5,9147
15,341,0,100,TRUE,0.5,9147
0,100,0.0035,100,TRUE,0.5,9148
1,50,0.0035,100,TRUE,0.5,9148
2,25,0.0035,100,TRUE,0.5,9148
3,24,0.0035,100,TRUE,0.5,9148
4,14,0.0035,100,TRUE,0.5,9148
5,5,0.0035,100,TRUE,0.5,9148
6,3,0.0035,100,TRUE,0.5,9148
7,2,0.0035,100,TRUE,0.5,9148
0,20,0,20,FALSE,0.5,9149
1,17,0,20,FALSE,0.5,9149
2,16,0,20,FALSE,0.5,9149
3,25,0,20,FALSE,0.5,9149
4,18,0,20,FALSE,0.5,9149
5,10,0,20,FALSE,0.5,9149
6,11,0,20,FALSE,0.5,9149
7,2,0,20,FALSE,0.5,9149
0,20,0.0035,20,FALSE,0.5,9150
1,16,0.0035,20,FALSE,0.5,9150
2,14,0.0035,20,FALSE,0.5,9150
3,12,0.0035,20,FALSE,0.5,9150
4,7,0.0035,20,FALSE,0.5,9150
5,3,0.0035,20,FALSE,0.5,9150
6,3,0.0035,20,FALSE,0.5,9150
7,5,0.0035,20,FALSE,0.5,9150
8,3,0.0035,20,FALSE,0.5,9150
9,3,0.0035,20,FALSE,0.5,9150
10,6,0.0035,20,FALSE,0.5,9150
11,5,0.0035,20,FALSE,0.5,9150
0,100,0,100,FALSE,0.5,9151
1,80,0,100,FALSE,0.5,9151
2,75,0,100,FALSE,0.5,9151
3,55,0,100,FALSE,0.5,9151
4,73,0,100,FALSE,0.5,9151
5,105,0,100,FALSE,0.5,9151
6,111,0,100,FALSE,0.5,9151
7,147,0,100,FALSE,0.5,9151
8,179,0,100,FALSE,0.5,9151
9,240,0,100,FALSE,0.5,9151
10,306,0,100,FALSE,0.5,9151
11,422,0,100,FALSE,0.5,9151
12,559,0,100,FALSE,0.5,9151
13,742,0,100,FALSE,0.5,9151
14,918,0,100,FALSE,0.5,9151
15,1312,0,100,FALSE,0.5,9151
0,100,0.0035,100,FALSE,0.5,9152
1,45,0.0035,100,FALSE,0.5,9152
2,36,0.0035,100,FALSE,0.5,9152
3,41,0.0035,100,FALSE,0.5,9152
4,54,0.0035,100,FALSE,0.5,9152
5,42,0.0035,100,FALSE,0.5,9152
6,40,0.0035,100,FALSE,0.5,9152
7,42,0.0035,100,FALSE,0.5,9152
8,22,0.0035,100,FALSE,0.5,9152
9,15,0.0035,100,FALSE,0.5,9152
10,9,0.0035,100,FALSE,0.5,9152
11,15,0.0035,100,FALSE,0.5,9152
12,19,0.0035,100,FALSE,0.5,9152
13,32,0.0035,100,FALSE,0.5,9152
14,44,0.0035,100,FALSE,0.5,9152
15,53,0.0035,100,FALSE,0.5,9152
0,20,0,20,TRUE,1,9153
1,9,0,20,TRUE,1,9153
2,4,0,20,TRUE,1,9153
3,1,0,20,TRUE,1,9153
0,20,0.0035,20,TRUE,1,9154
1,7,0.0035,20,TRUE,1,9154
2,10,0.0035,20,TRUE,1,9154
3,7,0.0035,20,TRUE,1,9154
4,3,0.0035,20,TRUE,1,9154
0,100,0,100,TRUE,1,9155
1,65,0,100,TRUE,1,9155
2,55,0,100,TRUE,1,9155
3,46,0,100,TRUE,1,9155
4,36,0,100,TRUE,1,9155
5,42,0,100,TRUE,1,9155
6,25,0,100,TRUE,1,9155
7,36,0,100,TRUE,1,9155
8,36,0,100,TRUE,1,9155
9,37,0,100,TRUE,1,9155
10,45,0,100,TRUE,1,9155
11,55,0,100,TRUE,1,9155
12,58,0,100,TRUE,1,9155
13,74,0,100,TRUE,1,9155
14,86,0,100,TRUE,1,9155
15,98,0,100,TRUE,1,9155
0,100,0.0035,100,TRUE,1,9156
1,66,0.0035,100,TRUE,1,9156
2,34,0.0035,100,TRUE,1,9156
3,18,0.0035,100,TRUE,1,9156
4,13,0.0035,100,TRUE,1,9156
5,14,0.0035,100,TRUE,1,9156
6,9,0.0035,100,TRUE,1,9156
7,7,0.0035,100,TRUE,1,9156
8,8,0.0035,100,TRUE,1,9156
9,4,0.0035,100,TRUE,1,9156
10,3,0.0035,100,TRUE,1,9156
11,6,0.0035,100,TRUE,1,9156
0,20,0,20,FALSE,1,9157
1,15,0,20,FALSE,1,9157
2,19,0,20,FALSE,1,9157
3,19,0,20,FALSE,1,9157
4,22,0,20,FALSE,1,9157
5,28,0,20,FALSE,1,9157
6,21,0,20,FALSE,1,9157
7,26,0,20,FALSE,1,9157
8,24,0,20,FALSE,1,9157
9,40,0,20,FALSE,1,9157
10,53,0,20,FALSE,1,9157
11,59,0,20,FALSE,1,9157
12,80,0,20,FALSE,1,9157
13,76,0,20,FALSE,1,9157
14,95,0,20,FALSE,1,9157
15,110,0,20,FALSE,1,9157
0,20,0.0035,20,FALSE,1,9158
1,11,0.0035,20,FALSE,1,9158
2,9,0.0035,20,FALSE,1,9158
3,4,0.0035,20,FALSE,1,9158
4,2,0.0035,20,FALSE,1,9158
0,100,0,100,FALSE,1,9159
1,120,0,100,FALSE,1,9159
2,101,0,100,FALSE,1,9159
3,110,0,100,FALSE,1,9159
4,107,0,100,FALSE,1,9159
5,105,0,100,FALSE,1,9159
6,85,0,100,FALSE,1,9159
7,89,0,100,FALSE,1,9159
8,104,0,100,FALSE,1,9159
9,142,0,100,FALSE,1,9159
10,162,0,100,FALSE,1,9159
11,166,0,100,FALSE,1,9159
12,177,0,100,FALSE,1,9159
13,244,0,100,FALSE,1,9159
14,286,0,100,FALSE,1,9159
15,420,0,100,FALSE,1,9159
0,100,0.0035,100,FALSE,1,9160
1,54,0.0035,100,FALSE,1,9160
2,45,0.0035,100,FALSE,1,9160
3,26,0.0035,100,FALSE,1,9160
4,23,0.0035,100,FALSE,1,9160
5,30,0.0035,100,FALSE,1,9160
6,29,0.0035,100,FALSE,1,9160
7,39,0.0035,100,FALSE,1,9160
8,45,0.0035,100,FALSE,1,9160
9,60,0.0035,100,FALSE,1,9160
10,76,0.0035,100,FALSE,1,9160
11,87,0.0035,100,FALSE,1,9160
12,106,0.0035,100,FALSE,1,9160
13,134,0.0035,100,FALSE,1,9160
14,128,0.0035,100,FALSE,1,9160
15,100,0.0035,100,FALSE,1,9160
0,20,0,20,TRUE,1.4142135623731,9161
1,20,0,20,TRUE,1.4142135623731,9161
2,31,0,20,TRUE,1.4142135623731,9161
3,36,0,20,TRUE,1.4142135623731,9161
4,41,0,20,TRUE,1.4142135623731,9161
5,46,0,20,TRUE,1.4142135623731,9161
6,51,0,20,TRUE,1.4142135623731,9161
7,22,0,20,TRUE,1.4142135623731,9161
8,24,0,20,TRUE,1.4142135623731,9161
9,21,0,20,TRUE,1.4142135623731,9161
10,10,0,20,TRUE,1.4142135623731,9161
11,10,0,20,TRUE,1.4142135623731,9161
12,8,0,20,TRUE,1.4142135623731,9161
13,10,0,20,TRUE,1.4142135623731,9161
14,11,0,20,TRUE,1.4142135623731,9161
15,10,0,20,TRUE,1.4142135623731,9161
0,20,0.0035,20,TRUE,1.4142135623731,9162
1,3,0.0035,20,TRUE,1.4142135623731,9162
0,100,0,100,TRUE,1.4142135623731,9163
1,97,0,100,TRUE,1.4142135623731,9163
2,86,0,100,TRUE,1.4142135623731,9163
3,73,0,100,TRUE,1.4142135623731,9163
4,68,0,100,TRUE,1.4142135623731,9163
5,34,0,100,TRUE,1.4142135623731,9163
6,36,0,100,TRUE,1.4142135623731,9163
7,34,0,100,TRUE,1.4142135623731,9163
8,26,0,100,TRUE,1.4142135623731,9163
9,25,0,100,TRUE,1.4142135623731,9163
10,19,0,100,TRUE,1.4142135623731,9163
11,13,0,100,TRUE,1.4142135623731,9163
12,17,0,100,TRUE,1.4142135623731,9163
13,23,0,100,TRUE,1.4142135623731,9163
14,17,0,100,TRUE,1.4142135623731,9163
15,6,0,100,TRUE,1.4142135623731,9163
0,100,0.0035,100,TRUE,1.4142135623731,9164
1,59,0.0035,100,TRUE,1.4142135623731,9164
2,39,0.0035,100,TRUE,1.4142135623731,9164
3,20,0.0035,100,TRUE,1.4142135623731,9164
4,26,0.0035,100,TRUE,1.4142135623731,9164
5,28,0.0035,100,TRUE,1.4142135623731,9164
6,14,0.0035,100,TRUE,1.4142135623731,9164
7,18,0.0035,100,TRUE,1.4142135623731,9164
8,17,0.0035,100,TRUE,1.4142135623731,9164
9,27,0.0035,100,TRUE,1.4142135623731,9164
10,24,0.0035,100,TRUE,1.4142135623731,9164
11,15,0.0035,100,TRUE,1.4142135623731,9164
12,11,0.0035,100,TRUE,1.4142135623731,9164
13,5,0.0035,100,TRUE,1.4142135623731,9164
14,3,0.0035,100,TRUE,1.4142135623731,9164
15,1,0.0035,100,TRUE,1.4142135623731,9164
0,20,0,20,FALSE,1.4142135623731,9165
1,9,0,20,FALSE,1.4142135623731,9165
2,4,0,20,FALSE,1.4142135623731,9165
3,6,0,20,FALSE,1.4142135623731,9165
4,6,0,20,FALSE,1.4142135623731,9165
5,12,0,20,FALSE,1.4142135623731,9165
6,6,0,20,FALSE,1.4142135623731,9165
7,2,0,20,FALSE,1.4142135623731,9165
0,20,0.0035,20,FALSE,1.4142135623731,9166
1,24,0.0035,20,FALSE,1.4142135623731,9166
2,12,0.0035,20,FALSE,1.4142135623731,9166
3,14,0.0035,20,FALSE,1.4142135623731,9166
4,20,0.0035,20,FALSE,1.4142135623731,9166
5,37,0.0035,20,FALSE,1.4142135623731,9166
6,44,0.0035,20,FALSE,1.4142135623731,9166
7,45,0.0035,20,FALSE,1.4142135623731,9166
8,42,0.0035,20,FALSE,1.4142135623731,9166
9,40,0.0035,20,FALSE,1.4142135623731,9166
10,52,0.0035,20,FALSE,1.4142135623731,9166
11,63,0.0035,20,FALSE,1.4142135623731,9166
12,40,0.0035,20,FALSE,1.4142135623731,9166
13,41,0.0035,20,FALSE,1.4142135623731,9166
14,51,0.0035,20,FALSE,1.4142135623731,9166
15,40,0.0035,20,FALSE,1.4142135623731,9166
0,100,0,100,FALSE,1.4142135623731,9167
1,86,0,100,FALSE,1.4142135623731,9167
2,91,0,100,FALSE,1.4142135623731,9167
3,109,0,100,FALSE,1.4142135623731,9167
4,84,0,100,FALSE,1.4142135623731,9167
5,76,0,100,FALSE,1.4142135623731,9167
6,81,0,100,FALSE,1.4142135623731,9167
7,80,0,100,FALSE,1.4142135623731,9167
8,89,0,100,FALSE,1.4142135623731,9167
9,101,0,100,FALSE,1.4142135623731,9167
10,92,0,100,FALSE,1.4142135623731,9167
11,113,0,100,FALSE,1.4142135623731,9167
12,100,0,100,FALSE,1.4142135623731,9167
13,133,0,100,FALSE,1.4142135623731,9167
14,168,0,100,FALSE,1.4142135623731,9167
15,204,0,100,FALSE,1.4142135623731,9167
0,100,0.0035,100,FALSE,1.4142135623731,9168
1,47,0.0035,100,FALSE,1.4142135623731,9168
2,33,0.0035,100,FALSE,1.4142135623731,9168
3,17,0.0035,100,FALSE,1.4142135623731,9168
4,19,0.0035,100,FALSE,1.4142135623731,9168
5,20,0.0035,100,FALSE,1.4142135623731,9168
6,18,0.0035,100,FALSE,1.4142135623731,9168
7,14,0.0035,100,FALSE,1.4142135623731,9168
8,13,0.0035,100,FALSE,1.4142135623731,9168
9,14,0.0035,100,FALSE,1.4142135623731,9168
10,14,0.0035,100,FALSE,1.4142135623731,9168
11,9,0.0035,100,FALSE,1.4142135623731,9168
12,12,0.0035,100,FALSE,1.4142135623731,9168
13,5,0.0035,100,FALSE,1.4142135623731,9168
0,20,0,20,TRUE,0.5,9169
1,8,0,20,TRUE,0.5,9169
2,1,0,20,TRUE,0.5,9169
0,20,0.0035,20,TRUE,0.5,9170
1,9,0.0035,20,TRUE,0.5,9170
2,5,0.0035,20,TRUE,0.5,9170
3,9,0.0035,20,TRUE,0.5,9170
4,4,0.0035,20,TRUE,0.5,9170
5,6,0.0035,20,TRUE,0.5,9170
6,3,0.0035,20,TRUE,0.5,9170
0,100,0,100,TRUE,0.5,9171
1,73,0,100,TRUE,0.5,9171
2,48,0,100,TRUE,0.5,9171
3,35,0,100,TRUE,0.5,9171
4,22,0,100,TRUE,0.5,9171
5,12,0,100,TRUE,0.5,9171
6,12,0,100,TRUE,0.5,9171
7,9,0,100,TRUE,0.5,9171
8,8,0,100,TRUE,0.5,9171
9,6,0,100,TRUE,0.5,9171
10,12,0,100,TRUE,0.5,9171
11,15,0,100,TRUE,0.5,9171
12,22,0,100,TRUE,0.5,9171
13,26,0,100,TRUE,0.5,9171
14,34,0,100,TRUE,0.5,9171
15,43,0,100,TRUE,0.5,9171
0,100,0.0035,100,TRUE,0.5,9172
1,47,0.0035,100,TRUE,0.5,9172
2,27,0.0035,100,TRUE,0.5,9172
3,9,0.0035,100,TRUE,0.5,9172
4,3,0.0035,100,TRUE,0.5,9172
0,20,0,20,FALSE,0.5,9173
1,10,0,20,FALSE,0.5,9173
2,4,0,20,FALSE,0.5,9173
3,5,0,20,FALSE,0.5,9173
4,5,0,20,FALSE,0.5,9173
5,4,0,20,FALSE,0.5,9173
6,7,0,20,FALSE,0.5,9173
7,8,0,20,FALSE,0.5,9173
8,12,0,20,FALSE,0.5,9173
9,24,0,20,FALSE,0.5,9173
10,23,0,20,FALSE,0.5,9173
11,30,0,20,FALSE,0.5,9173
12,39,0,20,FALSE,0.5,9173
13,40,0,20,FALSE,0.5,9173
14,45,0,20,FALSE,0.5,9173
15,45,0,20,FALSE,0.5,9173
0,20,0.0035,20,FALSE,0.5,9174
1,2,0.0035,20,FALSE,0.5,9174
0,100,0,100,FALSE,0.5,9175
1,73,0,100,FALSE,0.5,9175
2,65,0,100,FALSE,0.5,9175
3,55,0,100,FALSE,0.5,9175
4,69,0,100,FALSE,0.5,9175
5,82,0,100,FALSE,0.5,9175
6,74,0,100,FALSE,0.5,9175
7,94,0,100,FALSE,0.5,9175
8,151,0,100,FALSE,0.5,9175
9,224,0,100,FALSE,0.5,9175
10,322,0,100,FALSE,0.5,9175
11,499,0,100,FALSE,0.5,9175
12,764,0,100,FALSE,0.5,9175
13,1174,0,100,FALSE,0.5,9175
14,1827,0,100,FALSE,0.5,9175
15,2871,0,100,FALSE,0.5,9175
0,100,0.0035,100,FALSE,0.5,9176
1,74,0.0035,100,FALSE,0.5,9176
2,57,0.0035,100,FALSE,0.5,9176
3,46,0.0035,100,FALSE,0.5,9176
4,48,0.0035,100,FALSE,0.5,9176
5,57,0.0035,100,FALSE,0.5,9176
6,37,0.0035,100,FALSE,0.5,9176
7,26,0.0035,100,FALSE,0.5,9176
8,33,0.0035,100,FALSE,0.5,9176
9,26,0.0035,100,FALSE,0.5,9176
10,36,0.0035,100,FALSE,0.5,9176
11,39,0.0035,100,FALSE,0.5,9176
12,65,0.0035,100,FALSE,0.5,9176
13,71,0.0035,100,FALSE,0.5,9176
14,118,0.0035,100,FALSE,0.5,9176
15,130,0.0035,100,FALSE,0.5,9176
0,20,0,20,TRUE,1,9177
1,9,0,20,TRUE,1,9177
2,3,0,20,TRUE,1,9177
3,6,0,20,TRUE,1,9177
4,3,0,20,TRUE,1,9177
0,20,0.0035,20,TRUE,1,9178
1,22,0.0035,20,TRUE,1,9178
2,16,0.0035,20,TRUE,1,9178
3,22,0.0035,20,TRUE,1,9178
4,17,0.0035,20,TRUE,1,9178
5,19,0.0035,20,TRUE,1,9178
6,17,0.0035,20,TRUE,1,9178
7,25,0.0035,20,TRUE,1,9178
8,30,0.0035,20,TRUE,1,9178
9,29,0.0035,20,TRUE,1,9178
10,30,0.0035,20,TRUE,1,9178
11,20,0.0035,20,TRUE,1,9178
12,23,0.0035,20,TRUE,1,9178
13,38,0.0035,20,TRUE,1,9178
14,32,0.0035,20,TRUE,1,9178
15,26,0.0035,20,TRUE,1,9178
0,100,0,100,TRUE,1,9179
1,71,0,100,TRUE,1,9179
2,71,0,100,TRUE,1,9179
3,66,0,100,TRUE,1,9179
4,52,0,100,TRUE,1,9179
5,56,0,100,TRUE,1,9179
6,65,0,100,TRUE,1,9179
7,65,0,100,TRUE,1,9179
8,47,0,100,TRUE,1,9179
9,50,0,100,TRUE,1,9179
10,65,0,100,TRUE,1,9179
11,80,0,100,TRUE,1,9179
12,97,0,100,TRUE,1,9179
13,108,0,100,TRUE,1,9179
14,122,0,100,TRUE,1,9179
15,90,0,100,TRUE,1,9179
0,100,0.0035,100,TRUE,1,9180
1,48,0.0035,100,TRUE,1,9180
2,43,0.0035,100,TRUE,1,9180
3,20,0.0035,100,TRUE,1,9180
4,13,0.0035,100,TRUE,1,9180
5,19,0.0035,100,TRUE,1,9180
6,19,0.0035,100,TRUE,1,9180
7,18,0.0035,100,TRUE,1,9180
8,15,0.0035,100,TRUE,1,9180
9,4,0.0035,100,TRUE,1,9180
10,6,0.0035,100,TRUE,1,9180
11,4,0.0035,100,TRUE,1,9180
12,4,0.0035,100,TRUE,1,9180
13,4,0.0035,100,TRUE,1,9180
14,1,0.0035,100,TRUE,1,9180
0,20,0,20,FALSE,1,9181
1,13,0,20,FALSE,1,9181
2,4,0,20,FALSE,1,9181
3,4,0,20,FALSE,1,9181
4,5,0,20,FALSE,1,9181
5,12,0,20,FALSE,1,9181
6,5,0,20,FALSE,1,9181
7,4,0,20,FALSE,1,9181
8,10,0,20,FALSE,1,9181
9,16,0,20,FALSE,1,9181
10,20,0,20,FALSE,1,9181
11,9,0,20,FALSE,1,9181
12,7,0,20,FALSE,1,9181
0,20,0.0035,20,FALSE,1,9182
1,23,0.0035,20,FALSE,1,9182
